"prob_id","raw_deepseek_ocr","raw_deepseek_ocr2"
"2022_odd_calculus_23","<|ref|>text<|/ref|><|det|>[[14, 45, 585, 560]]<|/det|>
23. \(\lim_{n \to \infty} \frac{\frac{5}{n} + \frac{3}{n^2}}{\frac{1}{n} - \frac{2}{n^3}}\) 의 값은? [2점] 

<|ref|>text<|/ref|><|det|>[[52, 720, 135, 824]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[258, 720, 340, 824]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[463, 720, 545, 824]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[667, 720, 750, 824]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[869, 720, 951, 824]]<|/det|>
⑤ 5","<|ref|>text<|/ref|><|det|>[[6, 45, 583, 570]]<|/det|>
23.  \( \lim_{n\to\infty}\frac{\frac{5}{n}+\frac{3}{n^{2}}}{\frac{1}{n}-\frac{2}{n^{3}}} \)  의 값은? [2점]

<|ref|>text<|/ref|><|det|>[[45, 720, 960, 864]]<|/det|>
① 1 ② 2 ③ 3 ④ 4 ⑤ 5"
"2022_odd_calculus_24","<|ref|>text<|/ref|><|det|>[[20, 20, 965, 250]]<|/det|>
24. 실수 전체의 집합에서 미분가능한 함수 \(f(x)\)가 모든 실수 \(x\)에 대하여 

<|ref|>equation<|/ref|><|det|>[[140, 365, 360, 470]]<|/det|>
\[f(x^3 + x) = e^x\]

<|ref|>text<|/ref|><|det|>[[58, 567, 607, 666]]<|/det|>
을 만족시킬 때, \(f'(2)\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[52, 780, 889, 951]]<|/det|>
① \(e\) ② \(\frac{e}{2}\) ③ \(\frac{e}{3}\) ④ \(\frac{e}{4}\) ⑤ \(\frac{e}{5}\)","<|ref|>text<|/ref|><|det|>[[15, 11, 963, 999]]<|/det|>
24. 실수 전체의 집합에서 미분가능한 함수  \( f(x) \) 가 모든 실수  \( x \) 에 대하여

 \( f(x^{3} + x) = e^{x} \) 

을 만족시킬 때,  \( f'(2) \) 의 값은? [3점]

① e

②  \( \frac{e}{2} \) 

③  \( \frac{e}{3} \) 

④  \( \frac{e}{4} \) 

⑤  \( \frac{e}{5} \)"
"2022_odd_calculus_25","<|ref|>sub_title<|/ref|><|det|>[[25, 34, 526, 130]]<|/det|>
25. 등비수열 {aₙ}에 대하여 

<|ref|>equation<|/ref|><|det|>[[161, 255, 729, 444]]<|/det|>
\[
\sum_{n=1}^{\infty} (a_{2n-1} - a_{2n}) = 3, \quad \sum_{n=1}^{\infty} a_n^2 = 6
\]

<|ref|>text<|/ref|><|det|>[[68, 580, 537, 752]]<|/det|>
일 때, \(\sum_{n=1}^{\infty} a_n\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[61, 864, 149, 940]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[272, 864, 357, 940]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[480, 864, 565, 940]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[688, 864, 774, 940]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[893, 864, 979, 940]]<|/det|>
⑤ 5","<|ref|>text<|/ref|><|det|>[[19, 30, 523, 145]]<|/det|>
25. 등비수열  \( \{a_{n}\} \)  에 대하여 

<|ref|>equation<|/ref|><|det|>[[159, 256, 732, 451]]<|/det|>
\[ \sum_{n=1}^{\infty} (a_{2n-1} - a_{2n}) = 3, \quad \sum_{n=1}^{\infty} a_n^2 = 6 \]

<|ref|>text<|/ref|><|det|>[[66, 580, 543, 767]]<|/det|>
일 때, \(\sum_{n=1}^{\infty} a_n\) 의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[63, 875, 145, 960]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[270, 875, 359, 960]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[480, 875, 568, 960]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[689, 875, 778, 960]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[899, 875, 981, 960]]<|/det|>
⑤ 5"
"2022_odd_calculus_26","<|ref|>text<|/ref|><|det|>[[24, 50, 700, 375]]<|/det|>
26. lim \( \sum_{n \to \infty} \frac{k^2 + 2kn}{k^3 + 3k^2n + n^3} \) 의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[60, 571, 174, 720]]<|/det|>
① ln5
② \(\frac{\ln 5}{2}\)
③ \(\frac{\ln 5}{3}\)
④ \(\frac{\ln 5}{4}\)
⑤ \(\frac{\ln 5}{5}\)","<|ref|>text<|/ref|><|det|>[[18, 50, 696, 365]]<|/det|>
26.  \( \lim_{n\to\infty}\sum_{k=1}^{n}\frac{k^{2}+2kn}{k^{3}+3k^{2}n+n^{3}} \)  의 값은? [3점]

<|ref|>text<|/ref|><|det|>[[54, 600, 170, 740]]<|/det|>
①  \( \ln5 \) 

<|ref|>text<|/ref|><|det|>[[250, 560, 370, 830]]<|/det|>
②  \( \frac{\ln5}{2} \) 

<|ref|>text<|/ref|><|det|>[[448, 560, 566, 830]]<|/det|>
③  \( \frac{\ln5}{3} \) 

<|ref|>text<|/ref|><|det|>[[644, 560, 763, 830]]<|/det|>
④  \( \frac{\ln5}{4} \) 

<|ref|>text<|/ref|><|det|>[[841, 560, 960, 830]]<|/det|>
⑤  \( \frac{\ln5}{5} \)"
"2022_odd_calculus_27","<|ref|>text<|/ref|><|det|>[[17, 20, 988, 99]]<|/det|>
27. 좌표평면 위를 움직이는 점 P의 지각 \(t(t>0)\)에서의 위치가 

<|ref|>text<|/ref|><|det|>[[52, 135, 984, 305]]<|/det|>
곡선 \(y=x^2\)과 직선 \(y=t^2x-\frac{\ln t}{8}\)가 만나는 서로 다른 두 점의
중점일 때, 지각 \(t=1\)에서 \(t=e\)까지 점 P가 움직인 거리는? 

<|ref|>text<|/ref|><|det|>[[901, 420, 984, 490]]<|/det|>
[3점] 

<|ref|>text<|/ref|><|det|>[[52, 592, 225, 740]]<|/det|>
① \(\frac{e^4}{2} - \frac{3}{8}\) 

<|ref|>text<|/ref|><|det|>[[52, 792, 234, 937]]<|/det|>
④ \(\frac{e^4}{2} - \frac{3}{16}\) 

<|ref|>text<|/ref|><|det|>[[362, 592, 540, 740]]<|/det|>
② \(\frac{e^4}{2} - \frac{5}{16}\) 

<|ref|>text<|/ref|><|det|>[[362, 792, 530, 937]]<|/det|>
⑤ \(\frac{e^4}{2} - \frac{1}{8}\)","<|ref|>text<|/ref|><|det|>[[11, 20, 988, 500]]<|/det|>
27. 좌표평면 위를 움직이는 점 P 의 시각  \( t(t>0) \) 에서의 위치가
곡선  \( y=x^{2} \) 과 직선  \( y=t^{2}x-\frac{\ln t}{8} \) 가 만나는 서로 다른 두 점의
중점일 때, 시각 t=1에서 t=e까지 점 P가 움직인 거리는?

<|ref|>text<|/ref|><|det|>[[45, 592, 100, 710]]<|/det|>
①  \( \frac{e^{4}}{2}-\frac{3}{8} \) 

<|ref|>text<|/ref|><|det|>[[45, 789, 99, 907]]<|/det|>
④  \( \frac{e^{4}}{2}-\frac{3}{16} \) 

<|ref|>text<|/ref|><|det|>[[352, 592, 405, 710]]<|/det|>
②  \( \frac{e^{4}}{2}-\frac{5}{16} \) 

<|ref|>text<|/ref|><|det|>[[352, 789, 405, 907]]<|/det|>
⑤  \( \frac{e^{4}}{2}-\frac{1}{8} \) 

<|ref|>text<|/ref|><|det|>[[660, 592, 833, 750]]<|/det|>
③  \( \frac{e^{4}}{2}-\frac{1}{4} \)"
"2022_odd_calculus_28","<|ref|>text<|/ref|><|det|>[[5, 40, 770, 150]]<|/det|>
28. 함수 \(f(x) = 6\pi(x-1)^2\)에 대하여 함수 \(g(x)\)를 

<|ref|>equation<|/ref|><|det|>[[128, 260, 495, 360]]<|/det|>
\[g(x) = 3f(x) + 4\cos f(x)\]

<|ref|>text<|/ref|><|det|>[[42, 460, 978, 666]]<|/det|>
라 하자. \(0 < x < 2\)에서 함수 \(g(x)\)가 극소가 되는 \(x\)의 개수는?

[4점] 

<|ref|>text<|/ref|><|det|>[[40, 780, 880, 880]]<|/det|>
① 6 ② 7 ③ 8 ④ 9 ⑤ 10","<|ref|>text<|/ref|><|det|>[[0, 35, 767, 152]]<|/det|>
28. 합수  \( f(x)=6\pi(x-1)^{2} \)  에 대하여 합수  \( g(x) \)  를 

<|ref|>equation<|/ref|><|det|>[[124, 260, 490, 371]]<|/det|>
\[g(x) = 3f(x) + 4\cos f(x)\]

<|ref|>text<|/ref|><|det|>[[39, 464, 978, 670]]<|/det|>
라 하자. \(0 < x < 2\) 에서 합수 \(g(x)\)가 극소가 되는 \(x\)의 개수는?
[4점] 

<|ref|>text<|/ref|><|det|>[[37, 800, 881, 904]]<|/det|>
① 6 ② 7 ③ 8 ④ 9 ⑤ 10"
"2022_odd_calculus_29","<|ref|>text<|/ref|><|det|>[[33, 5, 999, 175]]<|/det|>
29. 그림과 같이 길이가 2인 선분 AB를 지름으로 하는 반원이 있다. 호 AB 위에 두 점 P, Q를 ∠PAB = θ, ∠QBA = 2θ가 되도록 잡고, 두 선분 AP, BQ의 교점을 R라 하자. 

<|ref|>text<|/ref|><|det|>[[66, 160, 999, 345]]<|/det|>
선분 AB 위의 점 S, 선분 BR 위의 점 T, 선분 AR 위의 점 U를 선분 UT가 선분 AB에 평행하고 삼각형 STU가 정삼각형이 되도록 잡는다. 두 선분 AR, QR와 호 AQ로 둘러싸인 부분의 넓이를 \(f(\theta)\), 삼각형 STU의 넓이를 \(g(\theta)\)라 할 때, 

<|ref|>equation<|/ref|><|det|>[[70, 355, 840, 430]]<|/det|>
\[ \lim_{\theta \to 0+} \frac{g(\theta)}{\theta \times f(\theta)} = \frac{q}{p} \sqrt{3} \text{ 이다. } p+q \text{의 값을 구하시오.} \]

<|ref|>text<|/ref|><|det|>[[66, 450, 940, 513]]<|/det|>
(단, \(0 < \theta < \frac{\pi}{6}\)이고, \(p\)와 \(q\)는 서로소인 자연수이다.) [4점]","<|ref|>text<|/ref|><|det|>[[28, 12, 992, 345]]<|/det|>
29. 그림과 같이 길이가 2인 선분 AB를 지름으로 하는 반원이 있다. 호 AB 위에 두 점 P, Q를 ∠PAB = θ, ∠QBA = 2θ가 되도록 잡고, 두 선분 AP, BQ의 교점을 R라 하자.
선분 AB 위의 점 S, 선분 BR 위의 점 T, 선분 AR 위의 점 U를 선분 UT가 선분 AB에 평행하고 삼각형 STU가 정삼각형이 되도록 잡는다. 두 선분 AR, QR와 호 AQ로 둘러싸인 부분의 넓이를  \( f(\theta) \) , 삼각형 STU의 넓이를  \( g(\theta) \) 라 할 때,

<|ref|>text<|/ref|><|det|>[[65, 357, 830, 430]]<|/det|>
 \[ \lim_{\theta\to0^{+}}\frac{g(\theta)}{\theta\times f(\theta)}=\frac{q}{p}\sqrt{3} \] 

<|ref|>text<|/ref|><|det|>[[65, 450, 930, 510]]<|/det|>
(단,  \( 0 < \theta < \frac{\pi}{6} \) 이고,  \( p \) 와  \( q \) 는 서로소인 자연수이다.) [4점]

<|ref|>image<|/ref|><|det|>[[91, 580, 940, 974]]<|/det|>"
"2022_odd_calculus_30","<|ref|>text<|/ref|><|det|>[[15, 0, 940, 163]]<|/det|>
30. 실수 전체의 집합에서 증가하고 미분가능한 함수 \(f(x)\) 가
다음 조건을 만족시킨다. 

<|ref|>equation<|/ref|><|det|>[[80, 280, 540, 415]]<|/det|>
\[(가) f(1) = 1, \int_{1}^{2} f(x) dx = \frac{5}{4}\]

<|ref|>text<|/ref|><|det|>[[80, 460, 912, 620]]<|/det|>
(나) 함수 \(f(x)\)의 역함수를 \(g(x)\)라 할 때,
\(x \ge 1\)인 모든 실수 \(x\)에 대하여 \(g(2x) = 2f(x)\)이다. 

<|ref|>equation<|/ref|><|det|>[[50, 740, 760, 866]]<|/det|>
\[\int_{1}^{8} x f'(x) dx = \frac{q}{p} \text{일 때, } p+q \text{의 값을 구하시오.}\]

<|ref|>text<|/ref|><|det|>[[46, 895, 675, 961]]<|/det|>
(단, \(p\)와 \(q\)는 서로소인 자연수이다.) [4점]","<|ref|>text<|/ref|><|det|>[[9, 0, 940, 163]]<|/det|>
30. 실수 전체의 집합에서 증가하고 미분가능한 함수  \( f(x) \) 가 다음 조건을 만족시킨다. 

<|ref|>equation<|/ref|><|det|>[[78, 283, 543, 415]]<|/det|>
\[ (가) f(1) = 1, \int_{1}^{2} f(x) dx = \frac{5}{4} \]

<|ref|>equation<|/ref|><|det|>[[78, 462, 920, 624]]<|/det|>
\[ (나) 함수 f(x)의 역함수를 g(x)라 할 때, \\ x \ge 1인 모든 실수 x에 대하여 g(2x) = 2f(x)이다. \]

<|ref|>equation<|/ref|><|det|>[[55, 740, 764, 873]]<|/det|>
\[ \int_{1}^{8} x f'(x) dx = \frac{q}{p} \text{ 일 때, } p+q \text{의 값을 구하시오.} \]

<|ref|>text<|/ref|><|det|>[[46, 896, 679, 963]]<|/det|>
(단, p와 q는 서로소인 자연수이다.) [4점]"
"2022_odd_common_1","<|ref|>text<|/ref|><|det|>[[16, 30, 570, 250]]<|/det|>
1. \((2^{\sqrt{3}} \times 4)^{\sqrt{3} - 2}\)의 값은? [2점] 

<|ref|>text<|/ref|><|det|>[[53, 570, 150, 790]]<|/det|>
① \(\frac{1}{4}\) ② \(\frac{1}{2}\) ③ 1 ④ 2 ⑤ 4","<|ref|>text<|/ref|><|det|>[[0, 0, 570, 360]]<|/det|>
1.  \( (2^{\sqrt{3}} \times 4)^{\sqrt{3} - 2} \)  의 값은? [2점]

<|ref|>text<|/ref|><|det|>[[0, 550, 985, 999]]<|/det|>
①  \( \frac{1}{4} \)  ②  \( \frac{1}{2} \)  ③ 1 ④ 2 ⑤ 4"
"2022_odd_common_10","<|ref|>text<|/ref|><|det|>[[18, 20, 990, 588]]<|/det|>
10. 삼차함수 \(f(x)\)에 대하여 곡선 \(y=f(x)\) 위의 점 \((0, 0)\) 에서의
점선과 곡선 \(y=xf(x)\) 위의 점 \((1, 2)\) 에서의 점선이 일치할 때,
\(f'(2)\)의 값은? [4점] 

<|ref|>text<|/ref|><|det|>[[45, 707, 175, 820]]<|/det|>
① -18 ② -17 ③ -16 ④ -15 ⑤ -14","<|ref|>text<|/ref|><|det|>[[9, 0, 992, 999]]<|/det|>
10. 삼차함수  \( f(x) \)  에 대하여 곡선  \( y = f(x) \)  위의 점  \( (0, 0) \) 에서의 접선과 곡선  \( y = xf(x) \)  위의 점  \( (1, 2) \) 에서의 접선이 일치할 때,  \( f'(2) \) 의 값은? [4점]

① -18 ② -17 ③ -16 ④ -15 ⑤ -14"
