"prob_id","raw_deepseek_ocr","raw_deepseek_ocr2"
"2024_odd_common_1","<|ref|>text<|/ref|><|det|>[[55, 60, 508, 230]]<|/det|>
1. \(\sqrt[3]{24} \times 3^{\frac{2}{3}}\) 의 묵은? [2점] 

<|ref|>text<|/ref|><|det|>[[90, 666, 170, 800]]<|/det|>
① 6 
② 7 
③ 8 
④ 9 
⑤ 10","<|ref|>text<|/ref|><|det|>[[50, 88, 504, 500]]<|/det|>
1.  \( \sqrt[3]{24} \times 3^{\frac{2}{3}} \)  의 값은? [2점]

<|ref|>text<|/ref|><|det|>[[85, 800, 160, 944]]<|/det|>
① 6

<|ref|>text<|/ref|><|det|>[[274, 800, 360, 944]]<|/det|>
② 7

<|ref|>text<|/ref|><|det|>[[469, 800, 550, 944]]<|/det|>
③ 8

<|ref|>text<|/ref|><|det|>[[661, 800, 740, 944]]<|/det|>
④ 9

<|ref|>text<|/ref|><|det|>[[853, 800, 952, 944]]<|/det|>
⑤ 10"
"2024_odd_common_2","<|ref|>text<|/ref|><|det|>[[52, 0, 955, 120]]<|/det|>
2. 함수 \(f(x) = 2x^3 - 5x^2 + 3\)에 대하여 \(\lim_{h \to 0} \frac{f(2+h) - f(2)}{h}\) 식 

<|ref|>text<|/ref|><|det|>[[87, 199, 260, 300]]<|/det|>
값은? [2점] 

<|ref|>text<|/ref|><|det|>[[87, 680, 163, 777]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[280, 680, 345, 777]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[450, 680, 520, 777]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[630, 680, 705, 777]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[810, 680, 886, 777]]<|/det|>
⑤ 5","<|ref|>text<|/ref|><|det|>[[46, 0, 959, 999]]<|/det|>
2. 함수  \( f(x) = 2x^{3} - 5x^{2} + 3 \)  에 대하여  \( \lim_{h \to 0} \frac{f(2 + h) - f(2)}{h} \)  의 값은? [2점]
① 1 ② 2 ③ 3 ④ 4 ⑤ 5"
"2024_odd_common_3","<|ref|>text<|/ref|><|det|>[[40, 60, 840, 202]]<|/det|>
3. \(\frac{3}{2}\pi < \theta < 2\pi\) 일 \(\theta\)에 대하여 \(\sin(-\theta) = \frac{1}{3}\) 일 때, 

<|ref|>text<|/ref|><|det|>[[77, 250, 377, 341]]<|/det|>
\(\tan\theta\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[75, 650, 955, 881]]<|/det|>
① \(-\frac{\sqrt{2}}{2}\) ② \(-\frac{\sqrt{2}}{4}\) ③ \(-\frac{1}{4}\) ④ \(\frac{1}{4}\) ⑤ \(\frac{\sqrt{2}}{4}\)","<|ref|>text<|/ref|><|det|>[[31, 60, 844, 520]]<|/det|>
3.  \( \frac{3}{2}\pi < \theta < 2\pi \)  且  \( \theta \)  是  \( \sin(-\theta) = \frac{1}{3} \)  的角，求  \( \tan\theta \)  的值？[3]

<|ref|>text<|/ref|><|det|>[[70, 650, 951, 940]]<|/det|>
①  \( -\frac{\sqrt{2}}{2} \)  ②  \( -\frac{\sqrt{2}}{4} \)  ③  \( -\frac{1}{4} \)  ④  \( \frac{1}{4} \)  ⑤  \( \frac{\sqrt{2}}{4} \)"
"2024_odd_common_4","<|ref|>sub_title<|/ref|><|det|>[[40, 45, 170, 120]]<|/det|>
4. 함수 

<|ref|>equation<|/ref|><|det|>[[160, 245, 550, 519]]<|/det|>
\[f(x) = \begin{cases} 3x - a & (x < 2) \\ x^2 + a & (x \geq 2) \end{cases}\]

<|ref|>text<|/ref|><|det|>[[77, 633, 952, 720]]<|/det|>
가 실수 전체의 집합에서 연속일 때, 상수 \(a\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[73, 820, 896, 900]]<|/det|>
① 1 ② 2 ③ 3 ④ 4 ⑤ 5","<|ref|>sub_title<|/ref|><|det|>[[35, 45, 167, 127]]<|/det|>
## 4. 합수 

<|ref|>equation<|/ref|><|det|>[[163, 250, 551, 525]]<|/det|>
\[f(x) = \begin{cases} 3x - a & (x < 2) \\ x^2 + a & (x \ge 2) \end{cases}\]

<|ref|>text<|/ref|><|det|>[[75, 633, 959, 724]]<|/det|>
가 실수 전체의 집합에서 연속일 때, 상수 \(a\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[75, 820, 156, 903]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[263, 820, 341, 903]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[448, 820, 526, 903]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[632, 820, 711, 903]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[821, 820, 899, 903]]<|/det|>
⑤ 5"
"2024_odd_common_5","<|ref|>text<|/ref|><|det|>[[53, 66, 384, 180]]<|/det|>
5. 다항함수 \(f(x)\) 가 

<|ref|>equation<|/ref|><|det|>[[181, 320, 627, 440]]<|/det|>
\[f'(x) = 3x(x-2), \quad f(1) = 6\]

<|ref|>text<|/ref|><|det|>[[93, 563, 666, 675]]<|/det|>
을 만족시킬 때, \(f(2)\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[88, 792, 175, 900]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[286, 792, 368, 900]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[483, 792, 565, 900]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[679, 792, 761, 900]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[872, 792, 955, 900]]<|/det|>
⑤ 5","<|ref|>text<|/ref|><|det|>[[48, 61, 384, 195]]<|/det|>
5. 다항식 \(f(x)\)가 

<|ref|>equation<|/ref|><|det|>[[184, 330, 625, 444]]<|/det|>
\[f'(x) = 3x(x-2), \quad f(1) = 6\]

<|ref|>text<|/ref|><|det|>[[95, 570, 664, 690]]<|/det|>
을 만족시킬 때, \(f(2)\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[92, 816, 170, 925]]<|/det|>
① 1 

<|ref|>text<|/ref|><|det|>[[291, 816, 369, 925]]<|/det|>
② 2 

<|ref|>text<|/ref|><|det|>[[483, 816, 565, 925]]<|/det|>
③ 3 

<|ref|>text<|/ref|><|det|>[[682, 816, 764, 925]]<|/det|>
④ 4 

<|ref|>text<|/ref|><|det|>[[881, 816, 959, 925]]<|/det|>
⑤ 5"
"2024_odd_common_6","<|ref|>text<|/ref|><|det|>[[52, 33, 961, 150]]<|/det|>
6. 등비수열 {\(a_n\)}의 첫째항부터 제\(n\)항까지의 합을 \(S_n\)이라 하자. 

<|ref|>equation<|/ref|><|det|>[[170, 280, 500, 444]]<|/det|>
\[S_4 - S_2 = 3a_4, \quad a_5 = \frac{3}{4}\]

<|ref|>text<|/ref|><|det|>[[89, 576, 496, 671]]<|/det|>
일 때, \(a_1 + a_2\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[84, 777, 876, 880]]<|/det|>
① 27 ② 24 ③ 21 ④ 18 ⑤ 15","<|ref|>text<|/ref|><|det|>[[46, 30, 963, 150]]<|/det|>
6. 등비수열  \( \{a_{n}\} \)  의 첫째항부터 제n 항까지의 합을  \( S_{n} \)  이라 하자. 

<|ref|>equation<|/ref|><|det|>[[167, 274, 497, 456]]<|/det|>
\[S_4 - S_2 = 3a_4, \quad a_5 = \frac{3}{4}\]

<|ref|>text<|/ref|><|det|>[[88, 580, 497, 688]]<|/det|>
일 때,  \( a_1 + a_2 \) 의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[85, 808, 184, 907]]<|/det|>
① 27 

<|ref|>text<|/ref|><|det|>[[259, 808, 351, 907]]<|/det|>
② 24 

<|ref|>text<|/ref|><|det|>[[433, 808, 522, 907]]<|/det|>
③ 21 

<|ref|>text<|/ref|><|det|>[[607, 808, 700, 907]]<|/det|>
④ 18 

<|ref|>text<|/ref|><|det|>[[782, 808, 874, 907]]<|/det|>
⑤ 15"
"2024_odd_common_7","<|ref|>text<|/ref|><|det|>[[37, 60, 884, 201]]<|/det|>
7. 함수 \(f(x) = \frac{1}{3}x^3 - 2x^2 - 12x + 4\)가 \(x = \alpha\)에서 극대이고 

<|ref|>text<|/ref|><|det|>[[70, 255, 952, 400]]<|/det|>
\(x = \beta\)에서 극소일 때, \(\beta - \alpha\)의 값은? (단, \(\alpha\)와 \(\beta\)는 상수이다.) 

<|ref|>text<|/ref|><|det|>[[881, 430, 955, 512]]<|/det|>
[3점] 

<|ref|>text<|/ref|><|det|>[[70, 740, 178, 830]]<|/det|>
① -4 ② -1 ③ 2 ④ 5 ⑤ 8","<|ref|>text<|/ref|><|det|>[[30, 61, 978, 975]]<|/det|>
7. 함수  \( f(x)=\frac{1}{3}x^{3}-2x^{2}-12x+4 \)  가  \( x=\alpha \)  에서 극대이고

 \( x=\beta \)  에서 극소일 때,  \( \beta-\alpha \)  의 값은? (단,  \( \alpha \)  와  \( \beta \)  는 상수이다.)

[3점]

① -4 ② -1 ③ 2 ④ 5 ⑤ 8"
"2024_odd_common_8","<|ref|>text<|/ref|><|det|>[[41, 50, 900, 203]]<|/det|>
10. 시각 \(t=0\)일 때 동시에 원점을 출발하여 수직선 위를
움직이는 두 점 P, Q의 시각 \(t(t \ge 0)\)에서의 속도가 각각 

<|ref|>equation<|/ref|><|det|>[[156, 280, 636, 345]]<|/det|>
\[v_1(t) = t^2 - 6t + 5, \quad v_2(t) = 2t - 7\]

<|ref|>text<|/ref|><|det|>[[71, 421, 960, 735]]<|/det|>
이다. 시각 \(t\)에서의 두 점 P, Q 사이의 거리를 \(f(t)\)라 할 때,
함수 \(f(t)\)는 구간 \([0, a]\)에서 증가하고, 구간 \([a, b]\)에서
감소하고, 구간 \([b, \infty)\)에서 증가한다. 시각 \(t=a\)에서
\(t=b\)까지 점 Q가 움직인 거리는? (단, \(0<a<b\)) [4점] 

<|ref|>text<|/ref|><|det|>[[71, 810, 150, 920]]<|/det|>
① \(\frac{15}{2}\) 

<|ref|>text<|/ref|><|det|>[[250, 810, 291, 920]]<|/det|>
② \(\frac{17}{2}\) 

<|ref|>text<|/ref|><|det|>[[429, 810, 471, 920]]<|/det|>
③ \(\frac{19}{2}\) 

<|ref|>text<|/ref|><|det|>[[606, 810, 648, 920]]<|/det|>
④ \(\frac{21}{2}\) 

<|ref|>text<|/ref|><|det|>[[785, 810, 877, 920]]<|/det|>
⑤ \(\frac{23}{2}\)","<|ref|>text<|/ref|><|det|>[[35, 50, 906, 208]]<|/det|>
10. 시각 t=0일 때 동시에 원점을 출발하여 수직선 위를
움직이는 두 점 P, Q의 시각 t(t≥0)에서의 속도가 각각

<|ref|>equation<|/ref|><|det|>[[152, 280, 633, 352]]<|/det|>
 \[ v_{_{1}}(t)=t^{2}-6t+5,\ v_{_{2}}(t)=2t-7 \] 

<|ref|>text<|/ref|><|det|>[[67, 422, 958, 740]]<|/det|>
이다. 시각 t에서의 두 점 P, Q 사이의 거리를  \( f(t) \)  라 할 때,
함수  \( f(t) \) 는 구간  \( [0, a] \) 에서 증가하고, 구간  \( [a, b] \) 에서
감소하고, 구간  \( [b, \infty) \) 에서 증가한다. 시각 t = a에서
 \( t = b \) 까지 점 Q가 움직인 거리는? (단, 0 < a < b) [4점]

<|ref|>text<|/ref|><|det|>[[68, 810, 884, 931]]<|/det|>
①  \( \frac{15}{2} \)  ②  \( \frac{17}{2} \)  ③  \( \frac{19}{2} \)  ④  \( \frac{21}{2} \)  ⑤  \( \frac{23}{2} \)"
"2024_odd_common_9","<|ref|>text<|/ref|><|det|>[[54, 52, 737, 156]]<|/det|>
8. 삼차함수 \(f(x)\)가 모든 실수 \(x\)에 대하여 

<|ref|>equation<|/ref|><|det|>[[180, 280, 550, 384]]<|/det|>
\[xf(x) - f(x) = 3x^4 - 3x\]

<|ref|>text<|/ref|><|det|>[[93, 510, 760, 696]]<|/det|>
를 만족시킬 때, \(\int_{-2}^{2} f(x)dx\)의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[88, 820, 188, 900]]<|/det|>
① 12 

<|ref|>text<|/ref|><|det|>[[281, 820, 377, 900]]<|/det|>
② 16 

<|ref|>text<|/ref|><|det|>[[473, 820, 570, 900]]<|/det|>
③ 20 

<|ref|>text<|/ref|><|det|>[[666, 820, 763, 900]]<|/det|>
④ 24 

<|ref|>text<|/ref|><|det|>[[857, 820, 953, 900]]<|/det|>
⑤ 28","<|ref|>text<|/ref|><|det|>[[46, 49, 732, 163]]<|/det|>
8. 삼차함수  \( f(x) \) 가 모든 실수 x 에 대하여 

<|ref|>equation<|/ref|><|det|>[[181, 290, 550, 400]]<|/det|>
\[xf(x) - f(x) = 3x^4 - 3x\]

<|ref|>text<|/ref|><|det|>[[92, 512, 767, 710]]<|/det|>
를 만족시킬 때, \(\int_{-2}^{2} f(x) dx\) 의 값은? [3점] 

<|ref|>text<|/ref|><|det|>[[90, 844, 188, 940]]<|/det|>
① 12 

<|ref|>text<|/ref|><|det|>[[284, 844, 380, 940]]<|/det|>
② 16 

<|ref|>text<|/ref|><|det|>[[476, 844, 575, 940]]<|/det|>
③ 20 

<|ref|>text<|/ref|><|det|>[[668, 844, 764, 940]]<|/det|>
④ 24 

<|ref|>text<|/ref|><|det|>[[860, 844, 958, 940]]<|/det|>
⑤ 28"
"2024_odd_common_10","<|ref|>text<|/ref|><|det|>[[52, 15, 960, 512]]<|/det|>
9. 수직선 위의 두 점 P(log₅3), Q(log₅12)에 대하여
선분 PQ를 m:(1-m)으로 내분하는 점의 좌표가 1일 때,
4m 의 값은? (단, m은 0 < m < 1일 상수이다.) [4점] 

<|ref|>text<|/ref|><|det|>[[85, 650, 180, 863]]<|/det|>
① \(\frac{7}{6}\) ② \(\frac{4}{3}\) ③ \(\frac{3}{2}\) ④ \(\frac{5}{3}\) ⑤ \(\frac{11}{6}\)","<|ref|>text<|/ref|><|det|>[[48, 0, 959, 900]]<|/det|>
9. 수직선 위의 두 점 P( \( \log_{5}3 \) ), Q( \( \log_{5}12 \) )에 대하여
선분 PQ를 m: (1-m)으로 내분하는 점의 좌표가 1일 때,
4m의 값은? (단, m은 0 < m < 1인 상수이다.) [4점]
①  \( \frac{7}{6} \)  ②  \( \frac{4}{3} \)  ③  \( \frac{3}{2} \)  ④  \( \frac{5}{3} \)  ⑤  \( \frac{11}{6} \)"
